#line-id,line-code,direction,stop-order,stop-id,frequency,arrival_time,departure_time
33,33H,>,1;2;3;4;5;6,22;23;18;13;8;7,2,30;36;42;48;54;0,30;36;42;48;54;0
33,33R,<,1;2;3;4;5;6,7;8;13;18;23;22,2,0;6;12;18;24;30,0;6;12;18;24;30
35,35H,>,1;2;3;4;5;6,22;21;16;11;6;7,2,3;9;15;21;27;33,3;9;15;21;27;33
35,35R,<,1;2;3;4;5;6,7;6;11;16;21;22,2,57;3;9;15;21;27,57;3;9;15;21;27
38,38H,>,1;2;3;4;5;6,25;20;19;18;13;8,2,57;3;9;15;21;27,57;3;9;15;21;27
38,38R,<,1;2;3;4;5;6,8;13;18;19;20;25,2,57;3;9;15;21;27,57;3;9;15;21;27
49,49H,>,1;2;3;4;5;6,19;18;17;12;7;2,2,51;57;3;9;15;21,51;57;3;9;15;21
49,49R,<,1;2;3;4;5;6,2;7;12;17;18;19,2,12;18;24;30;36;42,12;18;24;30;36;42
81,81H,>,1;2;3;4;5;6,14;13;8;3;4;5,2,30;36;42;48;54;0,30;36;42;48;54;0
81,81R,<,1;2;3;4;5;6,5;4;3;8;13;14,2,57;3;9;15;21;27,57;3;9;15;21;27
103,103H,>,1;2;3;4;5;6,9;8;7;2;3;4,2,57;3;9;15;21;27,57;3;9;15;21;27
103,103R,<,1;2;3;4;5;6,4;3;2;7;8;9,2,0;6;12;18;24;30,0;6;12;18;24;30
126,126H,>,1;2;3;4;5;6;7;8;9,1;2;3;8;13;18;23;24;25,2,3;9;15;21;27;33;39;45;51,3;9;15;21;27;33;39;45;51
126,126R,<,1;2;3;4;5;6;7;8;9,25;24;23;18;13;8;3;2;1,2,36;42;48;54;0;6;12;18;24,36;42;48;54;0;6;12;18;24
129,129H,>,1;2;3;4;5,11;12;13;14;15,2,48;54;0;6;12,48;54;0;6;12
129,129R,<,1;2;3;4;5,15;14;13;12;11,2,42;48;54;0;6,42;48;54;0;6
130,130H,>,1;2;3;4;5;6;7,10;9;8;13;18;17;16,2,6;12;18;24;30;36;42,6;12;18;24;30;36;42
130,130R,<,1;2;3;4;5;6;7,16;17;18;13;8;9;10,2,18;24;30;36;42;48;54,18;24;30;36;42;48;54
132,132H,>,1;2;3;4;5;6;7;8;9,1;2;3;8;13;18;23;24;25,2,3;9;15;21;27;33;39;45;51,3;9;15;21;27;33;39;45;51
132,132R,<,1;2;3;4;5;6;7;8;9,25;24;23;18;13;8;3;2;1,2,3;9;15;21;27;33;39;45;51,3;9;15;21;27;33;39;45;51
