#line-id,line-code,direction,stop-order,stop-id,frequency,arrival_time,departure_time
23,23H,>,1;2;3;4;5;6,25;24;19;14;9;4,1,0;6;12;18;24;30,0;6;12;18;24;30
23,23R,<,1;2;3;4;5;6,4;9;14;19;24;25,1,18;24;30;36;42;48,18;24;30;36;42;48
27,27H,>,1;2;3;4;5;6,24;23;18;13;8;9,1,33;39;48;57;3;9,33;42;51;57;3;9
27,27R,<,1;2;3;4;5;6,9;8;13;18;23;24,1,18;24;30;39;48;56,18;24;33;42;48;56
32,32H,>,1;2;3;4;5;6,22;23;18;13;8;9,1,24;30;36;42;48;54,24;30;36;42;48;54
32,32R,<,1;2;3;4;5;6,9;8;13;18;23;22,1,42;48;54;0;6;12,42;48;54;0;6;12
49,49H,>,1;2;3;4;5;6,19;18;17;12;7;2,1,6;12;18;24;30;36,6;12;18;24;30;36
49,49R,<,1;2;3;4;5;6,2;7;12;17;18;19,1,12;18;24;30;36;42,12;18;24;30;36;42
51,51H,>,1;2;3;4;5;6,19;18;13;8;7;2,1,30;36;42;48;57;3,30;36;42;51;57;3
51,51R,<,1;2;3;4;5;6,2;7;8;13;18;19,1,48;54;0;6;12;18,48;54;0;6;12;18
57,57H,>,1;2;3;4;5;6,17;18;13;8;3;4,1,51;57;3;9;15;21,51;57;3;9;15;21
57,57R,<,1;2;3;4;5;6,4;3;8;13;18;17,1,18;24;30;36;42;48,18;24;30;36;42;48
80,80H,>,1;2;3;4;5;6,14;13;8;7;2;3,1,36;42;48;54;3;9,36;42;48;57;3;9
80,80R,<,1;2;3;4;5;6,3;2;7;8;13;14,1,0;6;12;18;24;30,0;6;12;18;24;30
83,83H,>,1;2;3;4;5;6,14;13;8;3;2;1,1,18;24;30;36;42;48,18;24;30;36;42;48
83,83R,<,1;2;3;4;5;6,1;2;3;8;13;14,1,0;6;12;18;24;30,0;6;12;18;24;30
90,90H,>,1;2;3;4;5;6,12;13;8;3;2;1,1,15;21;27;33;39;45,15;21;27;33;39;45
90,90R,<,1;2;3;4;5;6,1;2;3;8;13;12,1,12;18;24;30;36;42,12;18;24;30;36;42
126,126H,>,1;2;3;4;5;6;7;8;9,1;2;3;8;13;18;23;24;25,1,30;36;42;48;54;0;6;12;18,30;36;42;48;54;0;6;12;18
126,126R,<,1;2;3;4;5;6;7;8;9,25;24;23;18;13;8;3;2;1,1,30;36;42;48;54;0;6;12;18,30;36;42;48;54;0;6;12;18
128,128H,>,1;2;3;4;5;6;7,6;7;8;13;18;19;20,1,48;54;0;6;12;18;24,48;54;0;6;12;18;24
128,128R,<,1;2;3;4;5;6;7,20;19;18;13;8;7;6,1,27;33;39;45;51;57;3,27;33;39;45;51;57;3
129,129H,>,1;2;3;4;5,11;12;13;14;15,1,15;21;27;33;39,15;21;27;33;39
129,129R,<,1;2;3;4;5,15;14;13;12;11,1,9;15;21;27;33,9;15;21;27;33
130,130H,>,1;2;3;4;5;6;7,10;9;8;13;18;17;16,1,15;21;27;33;39;45;51,15;21;27;33;39;45;51
130,130R,<,1;2;3;4;5;6;7,16;17;18;13;8;9;10,1,57;3;9;15;21;27;33,57;3;9;15;21;27;33
131,131H,>,1;2;3;4;5;6;7;8;9,5;4;3;8;13;18;23;22;21,1,9;15;21;27;33;39;45;51;57,9;15;21;27;33;39;45;51;57
131,131R,<,1;2;3;4;5;6;7;8;9,21;22;23;18;13;8;3;4;5,1,51;57;3;9;15;21;27;33;39,51;57;3;9;15;21;27;33;39
132,132H,>,1;2;3;4;5;6;7;8;9,1;2;3;8;13;18;23;24;25,1,39;45;51;0;6;12;18;24;30,39;45;52;0;6;12;18;24;30
132,132R,<,1;2;3;4;5;6;7;8;9,25;24;23;18;13;8;3;2;1,1,51;57;3;9;18;24;30;36;45,51;57;3;12;18;24;30;39;45
