#line-id,line-code,direction,stop-order,stop-id,frequency,arrival_time,departure_time
23,23H,>,1;2;3;4;5;6,25;24;19;14;9;4,2,39;45;51;57;3;9,39;45;51;57;3;9
23,23R,<,1;2;3;4;5;6,4;9;14;19;24;25,2,0;6;12;18;24;30,0;6;12;18;24;30
36,36H,>,1;2;3;4;5;6,22;21;16;11;6;1,2,42;48;54;0;6;12,42;48;54;0;6;12
36,36R,<,1;2;3;4;5;6,1;6;11;16;21;22,2,0;6;12;18;24;30,0;6;12;18;24;30
68,68H,>,1;2;3;4;5;6,15;14;13;8;3;2,2,0;6;12;18;24;30,0;6;12;18;24;30
68,68R,<,1;2;3;4;5;6,2;3;8;13;14;15,2,0;6;12;18;24;30,0;6;12;18;24;30
104,104H,>,1;2;3;4;5;6,9;8;3;2;1;6,2,3;9;15;21;27;33,3;9;15;21;27;33
104,104R,<,1;2;3;4;5;6,6;1;2;3;8;9,2,39;45;51;57;3;9,39;45;51;57;3;9
105,105H,>,1;2;3;4;5;6,12;7;8;3;4;5,2,0;6;12;18;24;30,0;6;12;18;24;30
105,105R,<,1;2;3;4;5;6,5;4;3;8;7;12,2,0;6;12;18;24;30,0;6;12;18;24;30
115,115H,>,1;2;3;4;5;6,10;5;4;3;2;1,2,27;33;39;45;51;57,27;33;39;45;51;57
115,115R,<,1;2;3;4;5;6,1;2;3;4;5;10,2,0;6;12;18;24;30,0;6;12;18;24;30
126,126H,>,1;2;3;4;5;6;7;8;9,1;2;3;8;13;18;23;24;25,2,54;0;6;12;18;24;30;36;42,54;0;6;12;18;24;30;36;42
126,126R,<,1;2;3;4;5;6;7;8;9,25;24;23;18;13;8;3;2;1,2,6;12;18;24;30;36;42;48;54,6;12;18;24;30;36;42;48;54
136,136H,>,1;2;3;4;5;6;7;8;9,5;4;9;8;13;18;17;22;21,2,0;6;12;18;24;30;36;42;48,0;6;12;18;24;30;36;42;48
136,136R,<,1;2;3;4;5;6;7;8;9,21;22;17;18;13;8;9;4;5,2,3;9;15;21;27;33;39;45;51,3;9;15;21;27;33;39;45;51
139,139H,>,1;2;3;4;5;6;7;8;9,1;6;7;12;13;18;19;24;25,2,30;36;42;48;54;0;6;12;18,30;36;42;48;54;0;6;12;18
139,139R,<,1;2;3;4;5;6;7;8;9,25;24;19;18;13;12;7;6;1,2,24;30;36;42;48;54;0;6;12,24;30;36;42;48;54;0;6;12
141,141H,>,1;2;3;4;5;6;7;8,22;23;18;19;14;9;4;5,2,3;9;15;21;27;33;39;45,3;9;15;21;27;33;39;45
141,141R,<,1;2;3;4;5;6;7;8,5;4;9;14;19;18;23;22,2,57;3;9;15;21;27;33;39,57;3;9;15;21;27;33;39
142,142H,>,1;2;3;4;5;6;7;8,21;22;17;18;19;20;15;10,2,24;30;36;42;48;54;0;6,24;30;36;42;48;54;0;6
142,142R,<,1;2;3;4;5;6;7;8,10;15;20;19;18;17;22;21,2,0;6;12;18;24;30;36;42,0;6;12;18;24;30;36;42
178,178H,>,1;2;3;4;5;6,23;24;19;20;15;10,2,57;3;9;15;21;27,57;3;9;15;21;27
178,178R,<,1;2;3;4;5;6,10;15;20;19;24;23,2,0;6;12;18;24;30,0;6;12;18;24;30
180,180H,>,1;2;3;4;5;6,16;21;22;23;24;25,2,0;6;12;18;24;30,0;6;12;18;24;30
180,180R,<,1;2;3;4;5;6,25;24;23;22;21;16,2,48;54;0;6;12;18,48;54;0;6;12;18
181,181H,>,1;2;3;4;5;6,16;17;18;19;24;25,2,18;24;30;36;42;48,18;24;30;36;42;48
181,181R,<,1;2;3;4;5;6,25;24;19;18;17;16,2,9;15;21;27;33;39,9;15;21;27;33;39
185,185H,>,1;2;3;4;5;6,11;12;17;18;19;20,2,39;45;51;57;3;9,39;45;51;57;3;9
185,185R,<,1;2;3;4;5;6,20;19;18;17;12;11,2,0;6;12;18;24;30,0;6;12;18;24;30
187,187H,>,1;2;3;4;5;6,10;15;14;13;12;11,2,3;9;15;21;27;33,3;9;15;21;27;33
187,187R,<,1;2;3;4;5;6,11;12;13;14;15;10,2,27;33;39;45;51;57,27;33;39;45;51;57
188,188H,>,1;2;3;4;5;6,9;14;13;12;17;16,2,15;21;27;33;39;45,15;21;27;33;39;45
188,188R,<,1;2;3;4;5;6,16;17;12;13;14;9,2,18;24;30;36;42;48,18;24;30;36;42;48
189,189H,>,1;2;3;4;5;6,7;8;13;18;19;20,2,45;51;57;3;9;15,45;51;57;3;9;15
189,189R,<,1;2;3;4;5;6,20;19;18;13;8;7,2,27;33;39;45;51;57,27;33;39;45;51;57
190,190H,>,1;2;3;4;5;6,6;7;12;17;22;23,2,9;15;21;27;33;39,9;15;21;27;33;39
190,190R,<,1;2;3;4;5;6,23;22;17;12;7;6,2,0;6;12;18;24;30,0;6;12;18;24;30
192,192H,>,1;2;3;4;5;6,6;7;8;9;10;15,2,3;9;15;21;27;33,3;9;15;21;27;33
192,192R,<,1;2;3;4;5;6,15;10;9;8;7;6,2,18;24;30;36;42;48,18;24;30;36;42;48
199,199H,>,1;2;3;4;5;6,4;9;8;7;6;11,2,42;48;54;0;6;12,42;48;54;0;6;12
199,199R,<,1;2;3;4;5;6,11;6;7;8;9;4,2,15;21;27;33;39;45,15;21;27;33;39;45
201,201H,>,1;2;3;4;5;6,3;8;13;14;19;20,2,0;6;12;18;24;30,0;6;12;18;24;30
201,201R,<,1;2;3;4;5;6,20;19;14;13;8;3,2,12;18;24;30;36;42,12;18;24;30;36;42
203,203H,>,1;2;3;4;5;6,3;8;13;12;17;16,2,0;6;12;18;24;30,0;6;12;18;24;30
203,203R,<,1;2;3;4;5;6,16;17;12;13;8;3,2,42;48;54;0;6;12,42;48;54;0;6;12
206,206H,>,1;2;3;4;5;6,1;6;7;12;13;14,2,0;6;12;18;24;30,0;6;12;18;24;30
206,206R,<,1;2;3;4;5;6,14;13;12;7;6;1,2,0;6;12;18;24;30,0;6;12;18;24;30
207,207H,>,1;2;3;4;5;6,1;2;7;12;17;16,2,30;36;42;48;54;0,30;36;42;48;54;0
207,207R,<,1;2;3;4;5;6,16;17;12;7;2;1,2,0;6;12;18;24;30,0;6;12;18;24;30
222,222H,>,1;2;3;4;5,5;10;15;20;25,2,0;6;12;18;24,0;6;12;18;24
222,222R,<,1;2;3;4;5,25;20;15;10;5,2,0;6;12;18;24,0;6;12;18;24
