#line-id,line-code,direction,stop-order,stop-id,frequency,arrival_time,departure_time
1,1H,>,1;2;3;4;5;6;7;8;9,21;22;23;24;19;14;9;10;5,1,0;6;12;18;24;30;36;42;48,0;6;12;18;24;30;36;42;48
1,1R,<,1;2;3;4;5;6;7;8;9,5;10;9;14;19;24;23;22;21,1,39;45;51;57;3;9;15;21;27,39;45;51;57;3;9;15;21;27
2,2H,>,1;2;3;4;5;6;7;8;9,1;2;3;4;9;14;19;20;25,1,20;26;32;38;44;50;56;2;8,20;26;32;38;44;50;56;2;8
2,2R,<,1;2;3;4;5;6;7;8;9,25;20;19;14;9;4;3;2;1,1,33;39;45;51;57;3;9;15;21,33;39;45;51;57;3;9;15;21
4,4H,>,1;2;3;4;5;6;7;8,6;11;16;17;18;19;20;25,1,36;42;48;54;0;6;12;18,36;42;48;54;0;6;12;18
4,4R,<,1;2;3;4;5;6;7;8,25;20;19;18;17;16;11;6,1,54;0;6;12;18;24;30;36,54;0;6;12;18;24;30;36
23,23H,>,1;2;3;4;5;6,10;15;14;13;12;11,1,8;14;20;26;32;38,8;14;20;26;32;38
23,23R,<,1;2;3;4;5;6,11;12;13;14;15;10,1,44;50;56;2;8;14,44;50;56;2;8;14
25,25H,>,1;2;3;4;5;6,3;8;7;12;17;22,1,27;33;39;45;51;57,27;33;39;45;51;57
25,25R,<,1;2;3;4;5;6,22;17;12;7;8;3,1,39;45;51;57;3;9,39;45;51;57;3;9
34,34H,>,1;2;3;4;5;6,2;3;8;13;18;19,1,5;11;17;24;35;42,5;11;18;27;36;42
34,34R,<,1;2;3;4;5;6,19;18;13;8;3;2,1,29;37;46;54;3;9,29;40;46;57;3;9
37,37H,>,1;2;3;4;5,8;13;14;15;20,1,8;14;23;30;36,8;17;24;30;36
37,37R,<,1;2;3;4;5,20;15;14;13;8,1,59;5;14;20;26,59;8;14;20;26
57,57H,>,1;2;3;4;5;6;7,18;13;12;11;6;1;2,1,24;30;36;42;48;54;0,24;30;36;42;48;54;0
57,57R,<,1;2;3;4;5;6;7,2;1;6;11;12;13;18,1,18;24;30;36;42;48;54,18;24;30;36;42;48;54
72,72H,>,1;2;3;4;5;6,15;14;13;8;7;2,1,42;48;54;0;6;12,42;48;54;0;6;12
72,72R,<,1;2;3;4;5;6,2;7;8;13;14;15,1,29;35;41;47;53;59,29;35;41;47;53;59
99,99H,>,1;2;3;4;5;6;7;8;9,1;2;3;8;13;18;23;24;25,2,39;45;51;57;3;9;15;21;27,39;45;51;57;3;9;15;21;27
99,99R,<,1;2;3;4;5;6;7;8;9,25;24;23;18;13;8;3;2;1,2,59;5;11;17;23;29;35;41;47,59;5;11;17;23;29;35;41;47
100,100H,>,1;2;3;4;5;6;7,6;7;8;13;18;19;20,1,35;41;47;53;59;5;11,35;41;47;53;59;5;11
100,100R,<,1;2;3;4;5;6;7,20;19;18;13;8;7;6,1,9;15;21;27;33;39;45,9;15;21;27;33;39;45
102,102H,>,1;2;3;4;5;6;7,16;17;18;13;8;9;10,2,26;32;38;44;50;56;2,26;32;38;44;50;56;2
102,102R,<,1;2;3;4;5;6;7,10;9;8;13;18;17;16,2,18;24;30;36;42;48;54,18;24;30;36;42;48;54
103,103H,>,1;2;3;4;5;6;7;8;9,21;22;23;18;13;8;3;4;5,1,27;33;39;45;51;57;3;9;15,27;33;39;45;51;57;3;9;15
103,103R,<,1;2;3;4;5;6;7;8;9,5;4;3;8;13;18;23;22;21,1,54;0;6;12;18;24;30;36;42,54;0;6;12;18;24;30;36;42
