#line-id,line-code,direction,stop-order,stop-id,frequency,arrival_time,departure_time
3,3H,>,1;2;3;4;5;6;7;8;9,21;22;17;12;13;14;15;10;5,1,0;6;12;18;24;30;36;42;48,0;6;12;18;24;30;36;42;48
3,3R,<,1;2;3;4;5;6;7;8;9,5;10;15;14;13;12;17;22;21,1,0;6;12;18;24;30;36;42;48,0;6;12;18;24;30;36;42;48
4,4H,>,1;2;3;4;5;6;7;8;9,1;2;7;8;13;14;19;24;25,1,0;6;12;18;24;30;36;42;48,0;6;12;18;24;30;36;42;48
4,4R,<,1;2;3;4;5;6;7;8;9,25;24;19;14;13;8;7;2;1,1,0;6;12;18;24;30;36;42;48,0;6;12;18;24;30;36;42;48
5,5H,>,1;2;3;4;5;6;7;8,4;9;14;13;12;17;22;21,1,0;6;12;18;24;30;36;42,0;6;12;18;24;30;36;42
5,5R,<,1;2;3;4;5;6;7;8,21;22;17;12;13;14;9;4,1,0;6;12;18;24;30;36;42,0;6;12;18;24;30;36;42
6,6H,>,1;2;3;4;5;6;7;8,6;11;12;13;14;19;24;25,1,0;6;12;18;24;30;36;42,0;6;12;18;24;30;36;42
6,6R,<,1;2;3;4;5;6;7;8,25;24;19;14;13;12;11;6,1,0;6;12;18;24;30;36;42,0;6;12;18;24;30;36;42
7,7H,>,1;2;3;4;5;6;7;8,1;6;7;8;13;14;15;20,1,0;6;12;18;24;30;36;42,0;6;12;18;24;30;36;42
7,7R,<,1;2;3;4;5;6;7;8,20;15;14;13;8;7;6;1,1,0;6;12;18;24;30;36;42,0;6;12;18;24;30;36;42
8,8H,>,1;2;3;4;5;6;7;8,21;22;17;12;13;8;3;4,1,0;6;12;18;24;30;36;42,0;6;12;18;24;30;36;42
8,8R,<,1;2;3;4;5;6;7;8,4;3;8;13;12;17;22;21,1,0;6;12;18;24;30;36;42,0;6;12;18;24;30;36;42
9,9H,>,1;2;3;4;5;6;7;8,2;3;8;13;14;19;24;25,1,0;6;12;18;24;30;36;42,0;6;12;18;24;30;36;42
9,9R,<,1;2;3;4;5;6;7;8,25;24;19;14;13;8;3;2,1,0;6;12;18;24;30;36;42,0;6;12;18;24;30;36;42
10,10H,>,1;2;3;4;5;6;7;8,1;2;7;8;13;14;15;20,3,0;6;12;18;24;30;36;42,0;6;12;18;24;30;36;42
10,10R,<,1;2;3;4;5;6;7;8,20;15;14;13;8;7;2;1,3,0;6;12;18;24;30;36;42,0;6;12;18;24;30;36;42
12,12H,>,1;2;3;4;5;6;7,10;15;14;13;12;11;6,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
12,12R,<,1;2;3;4;5;6;7,6;11;12;13;14;15;10,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
14,14H,>,1;2;3;4;5;6;7,5;10;9;14;19;24;23,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
14,14R,<,1;2;3;4;5;6;7,23;24;19;14;9;10;5,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
15,15H,>,1;2;3;4;5;6;7,3;8;13;12;17;22;23,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
15,15R,<,1;2;3;4;5;6;7,23;22;17;12;13;8;3,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
19,19H,>,1;2;3;4;5;6;7,2;7;12;11;16;21;22,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
19,19R,<,1;2;3;4;5;6;7,22;21;16;11;12;7;2,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
21,21H,>,1;2;3;4;5;6;7,1;6;11;16;21;22;23,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
21,21R,<,1;2;3;4;5;6;7,23;22;21;16;11;6;1,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
22,22H,>,1;2;3;4;5;6;7,1;6;11;12;17;22;23,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
22,22R,<,1;2;3;4;5;6;7,23;22;17;12;11;6;1,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
23,23H,>,1;2;3;4;5;6;7,1;6;11;12;17;22;21,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
23,23R,<,1;2;3;4;5;6;7,21;22;17;12;11;6;1,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
24,24H,>,1;2;3;4;5;6;7,23;24;19;14;15;10;5,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
24,24R,<,1;2;3;4;5;6;7,5;10;15;14;19;24;23,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
28,28H,>,1;2;3;4;5;6;7,16;17;12;13;14;15;10,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
28,28R,<,1;2;3;4;5;6;7,10;15;14;13;12;17;16,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
30,30H,>,1;2;3;4;5;6;7,11;12;7;8;13;14;15,2,0;6;12;18;24;30;36,0;6;12;18;24;30;36
30,30R,<,1;2;3;4;5;6;7,15;14;13;8;7;12;11,2,0;6;12;18;24;30;36,0;6;12;18;24;30;36
31,31H,>,1;2;3;4;5;6;7,11;12;13;14;9;10;5,3,0;6;12;18;24;30;36,0;6;12;18;24;30;36
31,31R,<,1;2;3;4;5;6;7,5;10;9;14;13;12;11,3,0;6;12;18;24;30;36,0;6;12;18;24;30;36
33,33H,>,1;2;3;4;5;6;7,6;7;8;3;4;5;10,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
33,33R,<,1;2;3;4;5;6;7,10;5;4;3;8;7;6,1,0;6;12;18;24;30;36,0;6;12;18;24;30;36
39,39H,>,1;2;3;4;5;6,9;14;13;12;11;16,1,0;6;12;18;24;30,0;6;12;18;24;30
39,39R,<,1;2;3;4;5;6,16;11;12;13;14;9,1,30;36;42;48;54;0,30;36;42;48;54;0
42,42H,>,1;2;3;4;5;6,4;9;14;19;24;23,1,0;6;12;18;24;30,0;6;12;18;24;30
42,42R,<,1;2;3;4;5;6,23;24;19;14;9;4,1,30;36;42;48;54;0,30;36;42;48;54;0
43,43H,>,1;2;3;4;5;6,4;9;14;15;20;25,1,0;6;12;18;24;30,0;6;12;18;24;30
43,43R,<,1;2;3;4;5;6,25;20;15;14;9;4,1,30;36;42;48;54;0,30;36;42;48;54;0
44,44H,>,1;2;3;4;5;6,4;9;14;13;18;23,1,0;6;12;18;24;30,0;6;12;18;24;30
44,44R,<,1;2;3;4;5;6,23;18;13;14;9;4,1,30;36;42;48;54;0,30;36;42;48;54;0
45,45H,>,1;2;3;4;5;6,4;9;14;13;12;11,1,0;6;12;18;24;30,0;6;12;18;24;30
45,45R,<,1;2;3;4;5;6,11;12;13;14;9;4,1,30;36;42;48;54;0,30;36;42;48;54;0
46,46H,>,1;2;3;4;5;6,3;8;13;14;15;20,1,0;6;12;18;24;30,0;6;12;18;24;30
46,46R,<,1;2;3;4;5;6,20;15;14;13;8;3,1,30;36;42;48;54;0,30;36;42;48;54;0
53,53H,>,1;2;3;4;5;6,2;7;12;17;18;23,1,0;6;12;18;24;30,0;6;12;18;24;30
53,53R,<,1;2;3;4;5;6,23;18;17;12;7;2,1,30;36;42;48;54;0,30;36;42;48;54;0
54,54H,>,1;2;3;4;5;6,16;21;22;23;24;25,1,0;6;12;18;24;30,0;6;12;18;24;30
54,54R,<,1;2;3;4;5;6,25;24;23;22;21;16,1,30;36;42;48;54;0,30;36;42;48;54;0
55,55H,>,1;2;3;4;5;6,1;6;11;12;17;18,1,0;6;12;18;24;30,0;6;12;18;24;30
55,55R,<,1;2;3;4;5;6,18;17;12;11;6;1,1,30;36;42;48;54;0,30;36;42;48;54;0
57,57H,>,1;2;3;4;5;6,21;22;23;24;19;20,1,0;6;12;18;24;30,0;6;12;18;24;30
