#line-id,line-code,direction,stop-order,stop-id,frequency,arrival_time,departure_time
30,30H,>,1;2;3;4;5;6;7;8;9,1;2;3;8;13;18;23;24;25,3,0;6;12;18;24;30;36;42;48,0;6;12;18;24;30;36;42;48
30,30R,<,1;2;3;4;5;6;7;8;9,25;24;23;18;13;8;3;2;1,3,52;58;4;10;16;22;28;34;40,52;58;4;10;16;22;28;34;40
31,31H,>,1;2;3;4;5;6;7,1;2;3;8;13;18;23,3,0;6;12;18;24;30;38,0;6;12;18;24;30;38
31,31R,<,1;2;3;4;5;6;7,23;18;13;8;3;2;1,3,24;30;36;42;48;54;60,24;30;36;42;48;54;60
32,32H,>,1;2;3;4;5;6;7,6;7;12;13;14;19;20,3,32;38;44;50;56;2;8,32;38;44;50;56;2;8
32,32R,<,1;2;3;4;5;6;7,20;19;14;13;12;7;6,3,10;16;22;28;34;40;46,10;16;22;28;34;40;46
33,33H,>,1;2;3;4;5;6;7;8;9,15;10;9;14;13;12;17;16;11,3,57;3;9;15;21;27;33;39;45,57;3;9;15;21;27;33;39;45
33,33R,<,1;2;3;4;5;6;7;8;9,11;16;17;12;13;14;9;10;15,3,23;29;35;41;47;53;59;5;11,23;29;35;41;47;53;59;5;11
34,34H,>,1;2;3;4;5;6;7;8;9,5;4;9;8;13;18;17;22;21,3,1;7;13;19;25;31;39;45;51,1;7;13;19;25;33;39;45;51
34,34R,<,1;2;3;4;5;6;7;8;9,21;22;17;18;13;8;9;4;5,3,9;15;21;27;33;39;47;53;59,9;15;21;27;33;41;47;53;59
